name,city,rating,rating_count,cost,cuisine
Aioli Bbq and Grill,"Kammanahalli/Kalyan Nagar,Bangalore",4.0,20,999.0,"Continental,Italian"
Karim's Original From Jama Masjid Delhi-6,"Marathahalli,Bangalore",3.4,100,999.0,"Indian,Kebabs"
46 Ounces Brewgarden,"Electronic City,Bangalore",4.0,20,999.0,"North Indian,Tandoor"
Amys Cafe,"Manikonda,Hyderabad",4.1,100,999.0,"Desserts,Chinese"
FOX IN THE FIELD,"Whitefield,Bangalore",4.3,20,950.0,"Indian,Chinese"
Konnichiwa - Sushi & New Age Japanese,Bikaner,4.0,50,950.0,"Japanese,Sushi"
Piazza pizza by Little Italy,"Ramapuram,Chennai",3.9,50,950.0,"Pizzas,Salads"
Healthyway by Aryan,"Banjara Hills,Hyderabad",3.5,20,950.0,Indian
Soul Fry,"Bandra West,Mumbai",4.5,50,950.0,"Goan,Seafood"
East India Company,"Sitabuldi,Nagpur",4.3,50,950.0,"Chinese,North Indian"
Angithi By Mirch Masala,"Vastrapur,Ahmedabad",4.3,20,900.0,"Indian,North Indian"
Mainland China,"Vastrapur,Ahmedabad",4.2,100,900.0,"Chinese,Oriental"
Cream Centre,"Vastrapur,Ahmedabad",4.3,20,900.0,"Indian,Italian"
24/7 All Day Dining - The Metropole Hotel,"Naranpura,Ahmedabad",4.5,20,900.0,"North Indian,Chinese"
SHEGAN BAR+KITCHEN,"Geddalahalli,Bangalore",4.1,50,900.0,"North Indian,Asian"
Dhaba Estd 1986 Delhi,"Koramangala,Bangalore",4.0,100,900.0,"North Indian,Kebabs"
Pasta Street,"Koramangala,Bangalore",4.2,100,900.0,"Italian,Pizzas"
Pasta Street,"JP Nagar,Bangalore",4.3,100,900.0,"Italian,Pastas"
Mamagoto,"HSR,Bangalore",4.1,100,900.0,"Chinese,Asian"
Bombay Brasserie,"HSR,Bangalore",4.1,20,900.0,"North Indian,Biryani"
Bombay Brasserie,"Arekere,Bangalore",4.1,50,900.0,"North Indian,Biryani"
"Oki Poki - Sushi, Dimsums & More","Indiranagar,Bangalore",4.9,20,900.0,"Chinese,Asian"
MiMi Takeout by Taiki,"Indiranagar,Bangalore",3.9,50,900.0,"Chinese,Asian"
Dhaba Estd 1986 Delhi,"Indiranagar,Bangalore",3.9,100,900.0,"Biryani,Hyderabadi"
Tandoori Taal,"Indiranagar,Bangalore",4.3,500,900.0,"North Indian,Biryani"
Pasta Street,"Indiranagar,Bangalore",4.3,100,900.0,"Italian,Pizzas"
Mamagoto,"Indiranagar,Bangalore",4.2,100,900.0,"Chinese,Asian"
Bombay Brasserie,"Indiranagar,Bangalore",4.3,50,900.0,"North Indian,Biryani"
The Farmhouse Kitchen and Bakery,"Whitefield,Bangalore",3.3,20,900.0,"European,American"
Bombay Brasserie,"Whitefield,Bangalore",4.0,50,900.0,"North Indian,Biryani"
The Local,"Kammanahalli/Kalyan Nagar,Bangalore",4.2,100,900.0,"American,Biryani"
Taaza Cake,"BTM,Bangalore",4.5,20,900.0,Bakery
Pasta Street,"Battarahalli,Bangalore",4.2,500,900.0,"Italian,Pizzas"
Punjab Grill,"Battarahalli,Bangalore",3.9,100,900.0,"North Indian,Punjabi"
MiMi Takeout by Taiki,"Sanjay Nagar, New BEL Road,Bangalore",3.1,20,900.0,"Chinese,Asian"
Mayura 1989,"Majestic,Bangalore",3.8,20,900.0,"Chinese,South Indian"
Hard Rock Cafe - Whitefield,"Kadugodi,Bangalore",3.6,50,900.0,"American,Continental"
Dhaba Estd 1986 Delhi,"Marathahalli,Bangalore",4.2,500,900.0,"Biryani,Hyderabadi"
Kudla Delight,"Rajarajeshwari Nagar,Bangalore",4.2,20,900.0,"Mangalorean,North Indian"
Foxtrot,"Kadubeesanahalli,Bangalore",4.1,20,900.0,"Continental,Chinese"
Trattoria by Toscano,"Jayanagar,Bangalore",3.9,50,900.0,"Italian,Pizzas"
Pasta Street,"Central Bangalore,Bangalore",4.4,100,900.0,"Italian,Pizzas"
Hard Rock Cafe Bengaluru,"Central Bangalore,Bangalore",4.3,50,900.0,"American,Continental"
Thai House,"Central Bangalore,Bangalore",4.3,100,900.0,Thai
Toast & Tonic,"Central Bangalore,Bangalore",4.4,20,900.0,"European,Continental"
Captain G's - Burger Company,Bikaner,3.7,20,900.0,"American,Continental"
Cafeteria & Co,Bikaner,3.6,20,900.0,"Continental,Italian"
OLLY,Bikaner,4.3,20,900.0,"Pizzas,European"
Dhaba Estd 1986 Delhi,Bikaner,3.8,20,900.0,"Biryani,Hyderabadi"
"Oki Poki - Sushi, Dimsums & More",Bikaner,5.0,20,900.0,"Japanese,Sushi"
Foxtrot,Bikaner,4.2,20,900.0,"Pizzas,Salads"
Sanyog,Central-goa,4.4,100,900.0,Indian
Morgans Place,Central-goa,3.4,20,900.0,"Continental,Italian"
Mamagoto,"South Chd,Chandigarh",4.4,20,900.0,"Chinese,Asian"
Chili's American Grill & Bar,"South Chd,Chandigarh",4.2,50,900.0,"American,Salads"
Mainland China,"South Chd,Chandigarh",4.1,50,900.0,"Chinese,Oriental"
Kaidi Kitchen,"Mylapore,Chennai",4.2,50,900.0,"North Indian,Chinese"
Habibi,"Annanagar,Chennai",3.9,50,900.0,"Arabian,Barbecue"
Zaitoon,"Annanagar,Chennai",4.3,5000,900.0,"Biryani,Juices"
Lyfe By Soul Garden Bistro,"Kilpauk,Chennai",4.1,100,900.0,"American,Continental"
Zaitoon,"Royapettah,Chennai",4.3,1000,900.0,"Arabian,Biryani"
Chili's American Grill & Bar,"Velachery,Chennai",3.8,100,900.0,"American,Salads"
MADHARAS - Global Veg Kitchen,"Velachery,Chennai",3.7,50,900.0,"South Indian,Tandoor"
Copper Chimney,"Nungambakkam,Chennai",4.4,50,900.0,"Indian,North Indian"
Bombay Brasserie,"Nungambakkam,Chennai",4.3,100,900.0,"North Indian,Biryani"
Dhaba Estd 1986 Delhi,"Nungambakkam,Chennai",4.3,100,900.0,"Biryani,Hyderabadi"
Goddy's,"Nungambakkam,Chennai",4.0,20,900.0,Continental
Va Pho,"Porur,Chennai",4.1,100,900.0,"Pan-Asian,Chinese"
Bombay Brasserie,"Adyar,Chennai",4.4,100,900.0,"North Indian,Biryani"
TCDS,"T Nagar,Chennai",4.0,20,900.0,"Desserts,Ice Cream"
Tea villa cafe,"T Nagar,Chennai",4.1,20,900.0,"Chinese,Continental"
Foxtrot,"Chukkuwala,Dehradun",4.0,100,900.0,"Chinese,Asian"
Cafeteria & Co.,"GTB Nagar,Delhi",4.1,100,900.0,"Italian,American"
Punjab Grill,"Khan Market,Delhi",4.1,20,900.0,"North Indian,Indian"
Punjab Grill,"Greater Kailash 2,Delhi",4.0,50,900.0,"North Indian,Indian"
Drums of heaven express,"Greater Kailash 2,Delhi",4.2,50,900.0,"Thai,Chinese"
Layla's Shawarma & Middle Eastern Kitchen,"Greater Kailash 2,Delhi",4.4,100,900.0,Middle Eastern
Motown - Detroit Style Pizza,"Greater Kailash 2,Delhi",4.5,50,900.0,Pizzas
Dhaba Estd 1986 Delhi,"Vasant Kunj,Delhi",3.9,20,900.0,"Biryani,Hyderabadi"
Punjab Grill,"Vasant Kunj,Delhi",4.2,100,900.0,"North Indian,Biryani"
"Oki Poki - Sushi, Dimsums & More","Vasant Kunj,Delhi",5.0,20,900.0,"Japanese,Sushi"
Chili's American Grill & Bar,"Vasant Kunj,Delhi",4.3,100,900.0,"American,Salads"
G2 Cafe,"Dilshad Gardens,Delhi",3.5,20,900.0,"Asian,Continental"
Maini's Green Leaf,"Dilshad Gardens,Delhi",3.7,50,900.0,"North Indian,Chinese"
Punjab Grill,"Connaught Place,Delhi",3.9,50,900.0,"North Indian,Indian"
Chili's American Grill & Bar,"Connaught Place,Delhi",4.4,100,900.0,"American,Salads"
Cafeteria & Co.,"South Campus,Delhi",4.1,50,900.0,"Italian,American"
Big Wong,"Kirti Nagar,Delhi",4.3,20,900.0,"Asian,Chinese"
Chili's American Grill & Bar,"Rajouri Garden,Delhi",4.3,100,900.0,"American,Salads"
Mamagoto,"Rajouri Garden,Delhi",4.4,50,900.0,"Chinese,Asian"
Dhaba Estd 1986 Delhi,"NSP,Delhi",3.7,20,900.0,"Biryani,Hyderabadi"
The Tangra Project,"Malviya Nagar,Delhi",4.9,20,900.0,"Asian,North Indian"
Punjab Grill,"Malviya Nagar,Delhi",3.9,50,900.0,"North Indian,Indian"
Chili's American Grill & Bar,"Malviya Nagar,Delhi",4.2,100,900.0,"American,Salads"
Dhaba Estd 1986 Delhi,"sohna road,Gurgaon",4.0,20,900.0,"Biryani,Hyderabadi"
Dhaba Estd 1986 Delhi,"Ganeshguri,Guwahati",4.3,100,900.0,"Biryani,Hyderabadi"
Almond House,"Jubilee Hills,Hyderabad",4.6,500,900.0,"Sweets,Desserts"
Chubby Cho,"Jubilee Hills,Hyderabad",4.2,100,900.0,"Asian,Chinese"
AnTeRa Kitchen And Bar,"Jubilee Hills,Hyderabad",3.7,500,900.0,"Andhra,Biryani"
Almond House,"Begumpet,Hyderabad",4.5,100,900.0,"Sweets,Desserts"
Spice 6-The Arab Villagio,"Banjara Hills,Hyderabad",4.1,1000,900.0,"North Indian,Biryani"
Chili's American Grill & Bar,"Banjara Hills,Hyderabad",4.2,100,900.0,"American,Salads"
Spice 6 Global Dining,"Banjara Hills,Hyderabad",4.2,100,900.0,"Indian,Chinese"
Almond House,"Kukatpally,Hyderabad",4.5,1000,900.0,"Sweets,Desserts"
THE ENGLISH CAFE,"Nanakramguda,Hyderabad",4.3,20,900.0,"Snacks,Italian"
Mamasan,"South Kolkata,Kolkata",3.7,20,900.0,Oriental
Bhojohori Manna,"South Kolkata,Kolkata",4.3,100,900.0,Bengali
BHOJOHORI MANNA,"Rajarhat,Kolkata",4.0,100,900.0,Bengali
BHOJOHORI MANNA,"Chinar Park,Kolkata",4.0,100,900.0,"Bengali,North Indian"
Bhojohori Manna,"Salt Lake,Kolkata",4.2,100,900.0,Bengali
Jungle Safari,"Salt Lake,Kolkata",4.4,20,900.0,North Indian
Uddta Punjab by Don Gio (Science City),"Salt Lake,Kolkata",3.5,20,900.0,North Indian
Sigree,"Salt Lake,Kolkata",4.3,20,900.0,"North Indian,Biryani"
Bhojohori Manna,"Ruby Area,Kolkata",4.2,100,900.0,Bengali
Bianco,"Ruby Area,Kolkata",3.8,20,900.0,Continental
Bhojohori Manna,"Central Kolkata,Kolkata",4.0,100,900.0,Bengali
Oasis,"Central Kolkata,Kolkata",4.5,20,900.0,"Indian,Chinese"
Cafe Mezzuna,"Central Kolkata,Kolkata",4.4,50,900.0,"Italian,Mediterranean"
Homeslice Pizza,"Central Kolkata,Kolkata",4.0,20,900.0,"Italian,Pastas"
saptapadi,"Behala,Kolkata",4.1,100,900.0,"Bengali,Indian"
Tangerine,"Alipore,Kolkata",3.4,20,900.0,Chinese
Homeslice Pizza,"Alipore,Kolkata",4.3,20,900.0,"Italian,Pastas"
Bhojohori Manna,"Hatibagan,Kolkata",4.2,100,900.0,Bengali
Dhaba Estd 1986 Delhi,"Gomti Nagar,Lucknow",4.2,20,900.0,"Biryani,Hyderabadi"
Mamagoto,"Gomti Nagar,Lucknow",4.2,50,900.0,"Chinese,Asian"
Punjab Grill,"Gomti Nagar,Lucknow",3.9,100,900.0,"North Indian,Indian"
Maalgaadi by Dhaba Estd 1986 Delhi,"Gomti Nagar,Lucknow",4.1,50,900.0,"Biryani,Hyderabadi"
Vito's Pizzeria,"Gomti Nagar,Lucknow",3.5,20,900.0,"Pizzas,Italian"
Love & Cheesecake,"Powai,Mumbai",4.4,100,900.0,"Bakery,Desserts"
Chili's American Grill & Bar,"Powai,Mumbai",4.3,100,900.0,"American,Salads"
Momo Cafe - Courtyard by Marriott,"Powai,Mumbai",4.8,20,900.0,"North Indian,Continental"
Poetry by Love & Cheesecake,"Mulund,Mumbai",4.3,100,900.0,"Bakery,European"
Bina's Fresh Batch Homemade Ice cream,"Mahalaxmi Malabar Hill,Mumbai",4.4,20,900.0,"Ice Cream,Desserts"
Love & Cheesecake,"Vashi,Mumbai",4.4,50,900.0,"Bakery,Desserts"
Tiffin,"Bandra West,Mumbai",4.3,50,900.0,Chinese
Bombay Salad Co,"Bandra West,Mumbai",4.7,1000,900.0,"Salads,Keto"
Toast & Tonic,"Bandra West,Mumbai",4.2,20,900.0,"European,Continental"
Khane Khas,"Bandra West,Mumbai",4.5,100,900.0,"North Indian,Biryani"
Samrat,"Fort Colaba,Mumbai",4.3,100,900.0,"Street Food,North Indian"
Big Wong,Noida-1,4.1,100,900.0,"Chinese,Sushi"
Punjab Grill,Noida-1,3.5,50,900.0,"North Indian,Indian"
Davide's Pizzeria,North-goa,4.1,50,900.0,Italian
Nirvana,Patna,3.8,100,900.0,"North Indian,Chinese"
The Pasta Bar Veneto,Pondicherry,3.9,50,900.0,"Continental,Italian"
Shangri-La,"Kothrud,Pune",4.5,20,900.0,"North Indian,Chinese"
Saundarya Garden,"Hinjewadi,Pune",4.3,20,900.0,"North Indian,Chinese"
Chili's American Grill & Bar,"Viman Nagar,Pune",3.8,50,900.0,"American,Salads"
Punjab Grill,"Viman Nagar,Pune",3.9,100,900.0,"North Indian,Indian"
Copper Chimney,"Viman Nagar,Pune",4.4,100,900.0,"North Indian,Indian"
Mahesh Lunch Home,"Viman Nagar,Pune",4.0,100,900.0,"Chinese,Indian"
Chafa Cafe and Studio,"Kalyani Nagar,Pune",4.7,50,900.0,"Italian-American,Continental"
Effingut,"Kalyani Nagar,Pune",4.0,20,900.0,"North Indian,Continental"
Dhaba Estd 1986 Delhi,"Shivaji Nagar,Pune",4.2,50,900.0,"Biryani,Hyderabadi"
Desi Aroma,"Baner,Pune",4.1,100,900.0,"Mughlai,North Indian"
Kerala Cafe,"Baner,Pune",4.1,100,900.0,"Kerala,South Indian"
Sidheshwar Foods,"Magarpatta,Pune",4.1,100,900.0,"North Indian,Chinese"
Chili's American Grill & Bar,Sirsa,4.2,20,900.0,"American,Salads"
Origami,Sirsa,4.3,50,900.0,"Pan-Asian,Japanese"
Uncafe,Sultanpur,4.8,20,900.0,"Healthy Food,Salads"
Mainland China,"Akota,Vadodara",4.3,50,900.0,"Chinese,Oriental"
Continental cove,"Dwarka Nagar,Vizag",3.7,20,900.0,Indian
Byg Brewski Brewing Company,"Geddalahalli,Bangalore",4.4,1000,850.0,"Pizzas,Biryani"
Mainland China,"JP Nagar,Bangalore",4.2,100,850.0,"Chinese,Asian"
Nomad Pizza- Traveller Series,"Mahadevpura,Bangalore",4.6,20,850.0,Pizzas
Nomad Pizza- Traveller Series,"HSR,Bangalore",4.6,50,850.0,"Pizzas,Italian"
Purnabramha,"HSR,Bangalore",4.3,100,850.0,Maharashtrian
Nomad Pizza- Traveller Series,"Indiranagar,Bangalore",4.7,20,850.0,Pizzas
Mainland China,"Whitefield,Bangalore",4.2,100,850.0,"Chinese,Asian"
Asia Kitchen By Mainland China,"Kammanahalli/Kalyan Nagar,Bangalore",4.3,20,850.0,"Asian,Chinese"
Mainland China,"Kammanahalli/Kalyan Nagar,Bangalore",4.2,100,850.0,"Chinese,Asian"
Hunan,"Sanjay Nagar, New BEL Road,Bangalore",4.1,500,850.0,"Chinese,Thai"
Asia Kitchen By Mainland China,"Marathahalli,Bangalore",4.2,50,850.0,"Asian,Chinese"
Mainland China,"Electronic City,Bangalore",4.3,50,850.0,"Chinese,Asian"
Asia Kitchen By Mainland China,"Electronic City,Bangalore",4.6,20,850.0,"Asian,Chinese"
MiMi Takeout by Taiki,"Electronic City,Bangalore",4.3,50,850.0,"Chinese,Asian"
MiMi Takeout by Taiki,"Jayanagar,Bangalore",4.3,50,850.0,"Chinese,Asian"
Gustoes Beer and Bouffage,"Jayanagar,Bangalore",4.0,20,850.0,"North Indian,Chinese"
Asia Kitchen By Mainland China,"Jayanagar,Bangalore",4.2,50,850.0,"Asian,Chinese"
Asia Kitchen By Mainland China,"Central Bangalore,Bangalore",4.3,20,850.0,"Asian,Chinese"
Mainland China,"Central Bangalore,Bangalore",4.4,50,850.0,"Chinese,Asian"
Nomad Pizza- Traveller Series,Bikaner,4.7,50,850.0,Indian
Cantonese Aroma,Bikaner,4.6,50,850.0,"Asian,Beverages"
Jonah's Bistro,"Annanagar,Chennai",4.3,100,850.0,"Continental,European"
Asia Kitchen by Mainland China,"Annanagar,Chennai",4.5,20,850.0,"Asian,Chinese"
Mainland China,"Annanagar,Chennai",4.3,100,850.0,"Chinese,Oriental"
Pantry D'or,"Annanagar,Chennai",4.3,100,850.0,"Italian,Continental"
Piazza pizza by Little Italy,"Annanagar,Chennai",3.4,20,850.0,"Pizzas,Salads"
Jonah's Bistro,"Velachery,Chennai",4.3,100,850.0,"Japanese,Continental"
Mainland China,"Velachery,Chennai",4.2,100,850.0,"Chinese,Oriental"
Little Italy,"Ramapuram,Chennai",4.1,100,850.0,"Italian,Pizzas"
Senoritas Mexican kitchen by Little Italy,"Ramapuram,Chennai",4.2,20,850.0,"Mexican,Salads"
Jonah's Bistro,"Adyar,Chennai",4.4,100,850.0,"Continental,European"
Senoritas Mexican kitchen by Little Italy,"Adyar,Chennai",4.0,20,850.0,"Pizzas,Salads"
Nomad Pizza- Traveller Series,"Punjabi Bagh,Delhi",4.2,100,850.0,"Pizzas,Italian"
The Potbelly Rooftop Cafe,"South Extension,Delhi",4.4,50,850.0,Bihari
Nomad Pizza- Traveller Series,"Vasant Kunj,Delhi",4.7,50,850.0,"Pizzas,Beverages"
Khan Chacha,"Connaught Place,Delhi",4.2,100,850.0,"North Indian,Kebabs"
Bhape Da Hotel,"Connaught Place,Delhi",4.0,100,850.0,North Indian
THEOBROMA,"Rohini,Delhi",4.5,100,850.0,"Desserts,Bakery"
Nomad Pizza- Traveller Series,"Malviya Nagar,Delhi",4.9,20,850.0,"Pizzas,Italian"
Chinese Pavilion,"Banjara Hills,Hyderabad",4.2,1000,850.0,"Chinese,Seafood"
Dine O China,"Gachibowli,Hyderabad",4.1,100,850.0,"Chinese,Thai"
Chinese Pavilion,"Gachibowli,Hyderabad",4.0,1000,850.0,"Chinese,Seafood"
Mainland China,"Madhapur,Hyderabad",4.2,500,850.0,"Chinese,Oriental"
Roast,"Madhapur,Hyderabad",4.3,500,850.0,"Italian,Continental"
Kabul Darbar,"Tolichowki,Hyderabad",4.0,500,850.0,"Afghani,Arabian"
Little Italy,"Vijay Nagar,Indore",4.6,20,850.0,"Pizzas,Salads"
Kopai,"South Kolkata,Kolkata",3.6,20,850.0,"Bengali,Biryani"
Mainland China,"South Kolkata,Kolkata",4.5,100,850.0,"Chinese,Oriental"
Mainland China,"Salt Lake,Kolkata",4.4,100,850.0,"Chinese,Oriental"
Conclave at Afraa,"Salt Lake,Kolkata",4.2,20,850.0,"Italian,Indian"
Asia Kitchen By Mainland China,"Salt Lake,Kolkata",4.5,20,850.0,"Asian,Chinese"
Mainland China,"Ruby Area,Kolkata",4.6,50,850.0,"Chinese,Oriental"
Asia Kitchen by Mainland China,"Ruby Area,Kolkata",4.6,100,850.0,"Asian,Chinese"
Gossip - Your Neighbourhood Restopub,"Santoshpur,Kolkata",4.2,20,850.0,"North Indian,Chinese"
Mainland China,"Central Kolkata,Kolkata",4.5,100,850.0,"Chinese,Oriental"
Asia Kitchen by Mainland China,"Jadavpur,Kolkata",4.6,50,850.0,"Asian,Chinese"
Asia Kitchen By Mainland China,"Powai,Mumbai",4.1,50,850.0,"Asian,Chinese"
Little Italy,"Powai,Mumbai",3.6,50,850.0,"Pizzas,Salads"
Bar Tales,"Mulund,Mumbai",4.2,100,850.0,"Indian,Chinese"
The Salad Bar & Walnut Cafe,"Vashi,Mumbai",4.0,50,850.0,"Healthy Food,Continental"
Mainland China,"Vashi,Mumbai",4.4,100,850.0,"Chinese,Oriental"
Asia Kitchen By Mainland China,"Vashi,Mumbai",4.4,20,850.0,"Asian,Chinese"
The Bagel Shop,"Bandra West,Mumbai",4.3,100,850.0,"American,Salads"
Flavors of China,"Scruz Bandra East,Mumbai",4.6,50,850.0,Chinese
Little Italy,"Dharampeth,Nagpur",3.7,100,850.0,"Pizzas,Salads"
Asia Kitchen by Mainland China,"Koregaon Park,Pune",4.5,100,850.0,"Asian,Chinese"
Mainland China,"Koregaon Park,Pune",4.6,50,850.0,"Chinese,Oriental"
Toit,"Viman Nagar,Pune",4.3,100,850.0,"Italian-American,American"
Asia Kitchen By Mainland China,"Shivaji Nagar,Pune",4.5,50,850.0,"Asian,Chinese"
Mainland China,"Shivaji Nagar,Pune",4.5,100,850.0,"Chinese,Oriental"
Mainland China,"Baner,Pune",4.3,100,850.0,"Chinese,Oriental"
La Pizzeria by Little Italy,"Baner,Pune",4.2,100,850.0,"Salads,Italian"
Mainland China,"Magarpatta,Pune",4.4,100,850.0,"Chinese,Oriental"
Asia Kitchen by Mainland China,"Magarpatta,Pune",4.3,50,850.0,"Asian,Chinese"
Bhojohori Manna,Siliguri,4.2,50,850.0,Bengali
Hale And Hearty,Sultanpur,4.4,20,850.0,"Italian,Salads"
Little Italy,Udaipur,3.9,50,850.0,"Pizzas,Salads"
Italian Affair,"Akota,Vadodara",4.0,20,850.0,"Pizzas,Salads"
The House of Makeba,"Vastrapur,Ahmedabad",3.7,20,800.0,Indian
Kake Di Hatti,"Vastrapur,Ahmedabad",4.2,20,800.0,"Beverages,North Indian"
Punjabiyat - By Jassi De Parathe,"Vastrapur,Ahmedabad",4.4,50,800.0,Indian
Tanoor,"Vastrapur,Ahmedabad",4.2,20,800.0,"Middle Eastern,Mediterranean"
Upper Crust,"Vastrapur,Ahmedabad",4.2,100,800.0,"Indian,Chinese"
Upper Crust,"Bopal,Ahmedabad",4.5,100,800.0,"Indian,Chinese"
Plush,"Gandhinagar,Ahmedabad",3.8,20,800.0,"Indian,Chinese"
Nini'S Kitchen,"Navrangpura,Ahmedabad",4.3,100,800.0,"North Indian,Italian"
Tomato'S,"Chandkheda,Ahmedabad",4.3,100,800.0,"Mexican,North Indian"
Mirch Masala,"Chandkheda,Ahmedabad",4.2,100,800.0,"North Indian,Punjabi"
Jade Garden,Allahabad,4.0,50,800.0,"North Indian,Chinese"
Crystal Restaurant,Amritsar,4.0,20,800.0,"North Indian,Continental"
The Leela Bhartiya City,"Geddalahalli,Bangalore",3.8,20,800.0,"Indian,Asian"
Sicily,"Koramangala,Bangalore",4.8,20,800.0,Continental
Blue Tokai Coffee Roasters,"Koramangala,Bangalore",4.4,100,800.0,"Healthy Food,Pastas"
Via Milano,"Koramangala,Bangalore",3.9,50,800.0,"Italian,Pizzas"
Bistro Oui,"Koramangala,Bangalore",3.9,100,800.0,Continental
Ibaco,"Koramangala,Bangalore",4.6,100,800.0,Desserts
Chung Wah,"Koramangala,Bangalore",4.0,100,800.0,Chinese
Gam's Delicacy,"Koramangala,Bangalore",4.4,100,800.0,"North Indian,Chinese"
Nasi and Mee,"Koramangala,Bangalore",4.3,100,800.0,"Pan-Asian,Japanese"
SATHYAS,"Koramangala,Bangalore",4.5,20,800.0,"Chinese,Indian"
Raffaele's Ristorante Pizzeria,"Koramangala,Bangalore",4.3,100,800.0,"Pizzas,Continental"
Copper Chimney,"Koramangala,Bangalore",4.2,100,800.0,"North Indian,Indian"
Oh! Calcutta,"Koramangala,Bangalore",4.2,100,800.0,Bengali
Dolma Aunty Momos,"JP Nagar,Bangalore",3.9,50,800.0,"Chinese,Tibetan"
The Momo Box,"JP Nagar,Bangalore",4.4,20,800.0,"Chinese,Tibetan"
24th Main,"JP Nagar,Bangalore",4.1,100,800.0,"North Indian,Chinese"
Chinese Culture,"JP Nagar,Bangalore",4.2,50,800.0,"Chinese,Malaysian"
Chinese Chef Co,"JP Nagar,Bangalore",4.0,50,800.0,"Chinese,Asian"
Ibaco,"JP Nagar,Bangalore",4.5,50,800.0,Desserts
Taiki,"JP Nagar,Bangalore",4.0,100,800.0,"Pan-Asian,Japanese"
The Pump House,"JP Nagar,Bangalore",4.2,100,800.0,"Continental,Italian"
NIYU,"JP Nagar,Bangalore",4.5,50,800.0,Asian
Chung Wah,"JP Nagar,Bangalore",4.3,100,800.0,Chinese
Salt - Indian Restaurant Bar & Grill,"Mahadevpura,Bangalore",4.2,100,800.0,"North Indian,Biryani"
Noodle Bar,"Mahadevpura,Bangalore",4.2,100,800.0,"Asian,Chinese"
Blue Tokai Coffee Roasters,"Mahadevpura,Bangalore",4.6,100,800.0,"Healthy Food,American"
GLENS BAKEHOUSE,"HSR,Bangalore",4.4,100,800.0,"Bakery,Italian"
The Punjabi Rasoi,"HSR,Bangalore",4.1,1000,800.0,North Indian
Superman Momos,"Arekere,Bangalore",4.3,20,800.0,"Chinese,Tibetan"
Chinese Bowl Company,"Arekere,Bangalore",4.8,20,800.0,"Chinese,Asian"
Chowman,"Arekere,Bangalore",4.2,500,800.0,"Thai,Asian"
Nasi and Mee,"Arekere,Bangalore",4.3,100,800.0,"Asian,Chinese"
Rajdhani,"Arekere,Bangalore",3.7,100,800.0,"Rajasthani,Thalis"
Coastal Delight,"Indiranagar,Bangalore",4.1,20,800.0,"North Indian,Chinese"
Smoke House Deli,"Indiranagar,Bangalore",4.2,100,800.0,"Italian,Continental"
Bangalore Mandarin,"Indiranagar,Bangalore",4.3,100,800.0,Chinese
Treat,"Indiranagar,Bangalore",4.3,100,800.0,"Mughlai,North Indian"
Ibaco,"Indiranagar,Bangalore",4.6,50,800.0,Desserts
Sicily,"Indiranagar,Bangalore",4.6,20,800.0,"Pastas,Italian"
Nuage,"Indiranagar,Bangalore",4.2,20,800.0,"Continental,Desserts"
The Punjabi Rasoi,"Indiranagar,Bangalore",4.2,1000,800.0,North Indian
Raffaele's Ristorante Pizzeria,"Indiranagar,Bangalore",4.2,100,800.0,"Pizzas,Continental"
Chowman,"Indiranagar,Bangalore",4.3,500,800.0,"Asian,Chinese"
Citrus - The Leela Palace Bengaluru,"Indiranagar,Bangalore",3.9,20,800.0,"Indian,Chinese"
Once Upon A Flame,"Indiranagar,Bangalore",4.1,20,800.0,"Continental,Steakhouse"
Theobroma,"Indiranagar,Bangalore",4.5,1000,800.0,"Bakery,Desserts"
Maravanthe,"Indiranagar,Bangalore",4.2,100,800.0,Seafood
Big Wong,"Indiranagar,Bangalore",4.3,50,800.0,"Asian,Chinese"
Basco And Fry,"Indiranagar,Bangalore",4.3,500,800.0,"American,Mexican"
Hotel Empire,"Banashankari,Bangalore",4.0,1000,800.0,"North Indian,Kebabs"
Ibaco,"Banashankari,Bangalore",4.4,20,800.0,Desserts
Vinny's,"Banashankari,Bangalore",4.2,100,800.0,"Italian,Pizzas"
Bangalore Mandarin,"Whitefield,Bangalore",4.2,500,800.0,Chinese
The Pallet,"Whitefield,Bangalore",4.0,100,800.0,"North Indian,Continental"
Burger Seigneur,"Whitefield,Bangalore",4.3,100,800.0,"American,Continental"
Brik Oven,"Whitefield,Bangalore",4.1,100,800.0,"Italian,Pizzas"
Via Milano,"Whitefield,Bangalore",4.0,20,800.0,"Pizzas,Italian"
Smoke House Deli,"Whitefield,Bangalore",4.2,100,800.0,"Italian,Continental"
Asia Live,"Whitefield,Bangalore",3.3,20,800.0,"Pizzas,Pastas"
Glen's Bakehouse,"Whitefield,Bangalore",4.2,500,800.0,"Desserts,Bakery"
Oh! Calcutta,"Whitefield,Bangalore",4.0,100,800.0,Bengali
One for the Road,"Nagavara & Hennur,Bangalore",4.3,50,800.0,"Chinese,Continental"
Ibaco,"Nagavara & Hennur,Bangalore",4.2,50,800.0,Desserts
Nasi and Mee,"Kammanahalli/Kalyan Nagar,Bangalore",4.3,100,800.0,"Pan-Asian,Singaporean"
Hi Seoul,"Kammanahalli/Kalyan Nagar,Bangalore",4.7,100,800.0,Korean
Kekou,"Kammanahalli/Kalyan Nagar,Bangalore",4.1,100,800.0,Chinese
