name,city,rating,rating_count,cost,cuisine
QWICK GRAB KATHI ROLLS and MORE,"Laxmi Nagar,Delhi",4.2,100,300.0,Fast Food
The Yellow Bowl ( Geeta Colony ),"Laxmi Nagar,Delhi",4.0,100,300.0,"Chinese,Fast Food"
Rajshree Restaurant,"Laxmi Nagar,Delhi",4.1,20,300.0,Indian
Kutty's South Indian Cafe,"Laxmi Nagar,Delhi",4.0,100,300.0,South Indian
Unmarried Kitchen - Value Meals and Combos,"Laxmi Nagar,Delhi",3.8,50,300.0,"North Indian,Punjabi"
MoonMoon - Juicy Crustwiches,"Laxmi Nagar,Delhi",4.1,100,300.0,"American,Snacks"
BEING HUNGRY,"Laxmi Nagar,Delhi",4.5,20,300.0,"North Indian,Chinese"
Khanna's Tandoori Junction,"Laxmi Nagar,Delhi",3.5,100,300.0,"North Indian,Chinese"
Street Food Karvaan,"Laxmi Nagar,Delhi",4.9,20,300.0,"Street Food,Fast Food"
Inchi,"Laxmi Nagar,Delhi",4.2,50,300.0,"Indian,Chinese"
CHAWLA'S JUNCTION,"Laxmi Nagar,Delhi",4.1,20,300.0,"Indian,Beverages"
Five Star Chicken,"Laxmi Nagar,Delhi",3.5,20,300.0,American
Bikanervala,"Laxmi Nagar,Delhi",4.1,1000,300.0,"North Indian,Snacks"
Wow! Momo,"Laxmi Nagar,Delhi",3.9,100,300.0,"Tibetan,Healthy Food"
Tikka Fatory,"Laxmi Nagar,Delhi",4.3,50,300.0,"Chinese,Snacks"
Prince Chinese,"Laxmi Nagar,Delhi",3.3,100,300.0,Chinese
Pyaali restaurant,"Laxmi Nagar,Delhi",3.5,50,300.0,"North Indian,South Indian"
Champaran kitchen,"Laxmi Nagar,Delhi",3.8,50,300.0,"Indian,Seafood"
Khana Khajana,"Laxmi Nagar,Delhi",4.3,50,300.0,"North Indian,Indian"
Nathu's Sweets,"Laxmi Nagar,Delhi",3.8,100,300.0,"Sweets,Bakery"
Chaap Raja,"Laxmi Nagar,Delhi",3.9,50,300.0,"Biryani,Tandoor"
Rollz Karvaan,"Laxmi Nagar,Delhi",4.6,20,300.0,"Snacks,Fast Food"
Chicken Paradise,"Laxmi Nagar,Delhi",3.8,50,300.0,"North Indian,Chinese"
MOMO SHOMO,"Laxmi Nagar,Delhi",4.2,100,300.0,"Asian,Chinese"
South Zone,"Laxmi Nagar,Delhi",3.7,50,300.0,"South Indian,North Indian"
Rupa Ice Cream Parlour & Pizza Corner,"Laxmi Nagar,Delhi",3.0,20,300.0,"Italian,Continental"
Classic Ice Cream Parlour,"Laxmi Nagar,Delhi",4.4,500,300.0,"Ice Cream,Desserts"
Burger Singh (Big Punjabi Burgers),"Laxmi Nagar,Delhi",4.0,500,300.0,"American,Fast Food"
The Pizza Nest,"Laxmi Nagar,Delhi",4.5,50,300.0,Pizzas
Cafe Knight Riders,"Laxmi Nagar,Delhi",4.1,100,300.0,"Italian,Beverages"
Bhappe Di Hatti,"Laxmi Nagar,Delhi",4.1,100,300.0,North Indian
Mr. Brown,"Laxmi Nagar,Delhi",4.1,100,300.0,Beverages
Panna sweets & Restaurant,"Laxmi Nagar,Delhi",3.5,20,300.0,"Chinese,Indian"
Punjabi Tikka Junction,"Laxmi Nagar,Delhi",3.9,50,300.0,"North Indian,Punjabi"
Star Cafeteria,"Punjabi Bagh,Delhi",3.1,20,300.0,"Chinese,Indian"
FAKIRA'S FRESH FOOD,"Punjabi Bagh,Delhi",4.3,20,300.0,Indian
La Pino'z Pizza,"Punjabi Bagh,Delhi",4.1,100,300.0,"Pizzas,Fast Food"
The Fresh Press,"Punjabi Bagh,Delhi",4.2,100,300.0,"Beverages,Juices"
Nirula's,"Punjabi Bagh,Delhi",3.9,50,300.0,"Pizzas,Pastas"
Food Plaza,"Punjabi Bagh,Delhi",4.1,50,300.0,"Chinese,Snacks"
Giani,"Punjabi Bagh,Delhi",4.2,100,300.0,"Ice Cream,Desserts"
Bikanervala,"Punjabi Bagh,Delhi",4.0,500,300.0,"North Indian,Snacks"
Al Yamin,"Old Delhi,Delhi",3.9,100,300.0,"Mughlai,Biryani"
Crispers,"Old Delhi,Delhi",3.9,20,300.0,Fast Food
The Yellow Bowl,"Old Delhi,Delhi",4.0,20,300.0,"Chinese,Snacks"
Suvidha Vegetarian (Old Delhi Original),"Old Delhi,Delhi",4.5,100,300.0,Indian
Forever Andhra,"Old Delhi,Delhi",4.3,50,300.0,"Andhra,Biryani"
Shakahari Restaurant (Chawri Bazaar),"Old Delhi,Delhi",4.2,100,300.0,"North Indian,Indian"
Ghalib Kabab Corner,"Khan Market,Delhi",3.9,20,300.0,"Kebabs,North Indian"
Choko La,"Khan Market,Delhi",4.2,20,300.0,"Bakery,Desserts"
Chidambaram's New Madras Hotel,"Khan Market,Delhi",4.2,500,300.0,"South Indian,Chinese"
HEALING BITE,"Greater Kailash 2,Delhi",3.3,20,300.0,Healthy Food
La Mia,"Greater Kailash 2,Delhi",4.1,50,300.0,"Bakery,Desserts"
Keventers Ice Cream,"Greater Kailash 2,Delhi",4.0,100,300.0,"Ice Cream,Desserts"
Dolna Aunty Momos & Chinese,"Greater Kailash 2,Delhi",3.6,20,300.0,"Chinese,Snacks"
JUST A BITE,"Greater Kailash 2,Delhi",4.1,100,300.0,"Chinese,Fast Food"
Takkar Dhaba,"Greater Kailash 2,Delhi",3.6,100,300.0,"North Indian,Chinese"
Prince Chaat by Prince Paan,"Greater Kailash 2,Delhi",3.8,20,300.0,"Street Food,Fast Food"
Bhatti Sardara Di,"Greater Kailash 2,Delhi",3.7,100,300.0,"North Indian,Punjabi"
Taco Bell,"Greater Kailash 2,Delhi",3.9,100,300.0,Mexican
Bowl Meals And More,"Greater Kailash 2,Delhi",3.9,100,300.0,"North Indian,Biryani"
Eastern Cravings,"Greater Kailash 2,Delhi",4.2,100,300.0,"Chinese,Asian"
Punjabiya di Hatti,"Greater Kailash 2,Delhi",3.9,100,300.0,"North Indian,Mughlai"
Neha's Street,"Greater Kailash 2,Delhi",4.0,20,300.0,"Chinese,Thai"
The Big Grill,"Greater Kailash 2,Delhi",3.6,20,300.0,"Indian,Mughlai"
The Baker's Dozen,"Greater Kailash 2,Delhi",4.1,50,300.0,"Bakery,Desserts"
Kwality Walls Frozen Dessert and Ice Cream Shop,"Greater Kailash 2,Delhi",4.3,100,300.0,Ice Cream
Keventers - Milkshakes and Desserts,"Greater Kailash 2,Delhi",4.2,500,300.0,"Beverages,Ice Cream"
Panx Pizza,"Greater Kailash 2,Delhi",3.6,20,300.0,"Italian,Fast Food"
Pehlwan Di Hatti,"Greater Kailash 2,Delhi",3.7,50,300.0,"Mughlai,North Indian"
VIP SWEETS ( CR PARK MARKET 2 ),"Greater Kailash 2,Delhi",4.0,20,300.0,Sweets
Slice of Venice Pizzas,"Greater Kailash 2,Delhi",4.0,100,300.0,"Pizzas,Pastas"
Time's Kitchen,"Greater Kailash 2,Delhi",3.6,20,300.0,"Chinese,Fast Food"
Plates And Bowls,"Greater Kailash 2,Delhi",4.0,100,300.0,"North Indian,Kebabs"
Indian Cravings,"Greater Kailash 2,Delhi",3.9,50,300.0,"Indian,Chinese"
Kebabish,"Greater Kailash 2,Delhi",4.5,20,300.0,"North Indian,Chinese"
Street Foods By Punjab Grill,"Greater Kailash 2,Delhi",3.9,100,300.0,"Mughlai,North Indian"
Beijing Momo,"Greater Kailash 2,Delhi",4.5,20,300.0,"Chinese,Pan-Asian"
Thaali Box - Desi Meals & Thalis,"Greater Kailash 2,Delhi",4.2,100,300.0,"North Indian,Fast Food"
Uncle Jack's,"Greater Kailash 2,Delhi",3.9,100,300.0,"American,Fast Food"
NOVELTY CHICKEN CORNER,"Greater Kailash 2,Delhi",3.8,100,300.0,"Indian,Chinese"
Hudson Chopsticks,"Greater Kailash 2,Delhi",4.2,500,300.0,"Chinese,Pan-Asian"
Pizza Connection,"Greater Kailash 2,Delhi",4.0,20,300.0,Italian
Cafe Coffee Day,"Greater Kailash 2,Delhi",3.8,100,300.0,"Beverages,Snacks"
CAFE BELMONTE,"Greater Kailash 2,Delhi",5.0,20,300.0,"Fast Food,Pastas"
Giani,"Greater Kailash 2,Delhi",4.1,100,300.0,"Ice Cream,Desserts"
Wow! Momo,"Greater Kailash 2,Delhi",3.9,100,300.0,"Tibetan,Healthy Food"
Al Sameer,"Greater Kailash 2,Delhi",3.0,20,300.0,"North Indian,Mughlai"
MoonMoon - Juicy Crustwiches,"Greater Kailash 2,Delhi",4.1,100,300.0,"American,Snacks"
Baskin Robbins,"Greater Kailash 2,Delhi",4.5,50,300.0,"Ice Cream,Desserts"
Taste of China,"Greater Kailash 2,Delhi",3.4,20,300.0,Fast Food
VEER JI MALAI CHAAP WALE,"Greater Kailash 2,Delhi",3.7,100,300.0,"Tandoor,North Indian"
Curry Affair,"Greater Kailash 2,Delhi",4.3,20,300.0,"North Indian,Desserts"
SAINA FOOD POINT,"Greater Kailash 2,Delhi",4.1,100,300.0,"Chinese,Indian"
Call Chotu - Your Everyday Food Genie,"Greater Kailash 2,Delhi",4.0,500,300.0,"North Indian,American"
Subway (Kalkaji),"Greater Kailash 2,Delhi",4.2,100,300.0,"Fast Food,Salads"
Truffle Story,"Greater Kailash 2,Delhi",4.0,20,300.0,Bakery
MONGINIS- The Cake Shop,"Greater Kailash 2,Delhi",4.7,20,300.0,"Bakery,Desserts"
Nirula's,"Greater Kailash 2,Delhi",4.2,100,300.0,"Desserts,Ice Cream"
Lords Of Chaap,"Greater Kailash 2,Delhi",3.9,100,300.0,North Indian
Alam Muradabadi Chicken Corner,"Greater Kailash 2,Delhi",2.6,20,300.0,Mughlai
Shekaza - Since 1992,"Greater Kailash 2,Delhi",4.3,100,300.0,"North Indian,Chinese"
Stop My Starvation,"Greater Kailash 2,Delhi",4.8,20,300.0,"Bakery,Fast Food"
CHICAGO PIZZA,"Greater Kailash 2,Delhi",3.5,100,300.0,Pizzas
The Food Box - Thalis & Meals,"Greater Kailash 2,Delhi",4.6,50,300.0,"Thalis,North Indian"
Grill Kitchen,"Greater Kailash 2,Delhi",4.1,50,300.0,"North Indian,Mughlai"
Call Chotu - Meal in a Bowl,"Greater Kailash 2,Delhi",4.2,100,300.0,"North Indian,Chinese"
Sardarji Di Bhatti (Since 1981),"Greater Kailash 2,Delhi",3.5,100,300.0,"North Indian,Punjabi"
Maalgaadi by Dhaba Estd 1986 Delhi,"Greater Kailash 2,Delhi",4.0,100,300.0,"North Indian,Indian"
MOMO SHOMO,"Greater Kailash 2,Delhi",4.1,50,300.0,"Chinese,Fast Food"
Hello Asia,"Greater Kailash 2,Delhi",3.8,20,300.0,"Chinese,Pan-Asian"
Hangchuaa's Chinese food corner,"Greater Kailash 2,Delhi",3.0,100,300.0,Chinese
Nathu's Bakers & Sweets Shop,"Greater Kailash 2,Delhi",3.2,50,300.0,"North Indian,Desserts"
Asian Dora,"Greater Kailash 2,Delhi",4.1,100,300.0,"Chinese,Asian"
Captain Chinese,"Greater Kailash 2,Delhi",4.2,20,300.0,"Chinese,Thai"
Yangkiez by Momo Mami,"Greater Kailash 2,Delhi",4.1,500,300.0,"Chinese,Pan-Asian"
Padmanabham,"Greater Kailash 2,Delhi",4.1,100,300.0,"South Indian,Mughlai"
DELHI FOOD CORNER,"Greater Kailash 2,Delhi",3.8,50,300.0,"Chinese,Indian"
Yaami s Kitchen,"Greater Kailash 2,Delhi",4.1,20,300.0,Chinese
Hungry Panda - Deliciously Chinese,"Greater Kailash 2,Delhi",3.5,20,300.0,"Chinese,Pan-Asian"
Khanti bangali,"Greater Kailash 2,Delhi",3.6,100,300.0,"Bengali,Seafood"
CHINESE LICIOUS,"Greater Kailash 2,Delhi",4.2,20,300.0,"Chinese,Pan-Asian"
Naivedyam,"Greater Kailash 2,Delhi",4.2,100,300.0,South Indian
CHINESE NATION,"Greater Kailash 2,Delhi",4.0,50,300.0,"Chinese,Thai"
Aaro Khabo,"Greater Kailash 2,Delhi",3.1,100,300.0,Bengali
The Chinese story,"Greater Kailash 2,Delhi",2.8,20,300.0,Chinese
CAFE CHINESE WOK,"Greater Kailash 2,Delhi",4.3,20,300.0,"Chinese,Thai"
Bombay Meri Jaan,"Greater Kailash 2,Delhi",4.1,100,300.0,"Fast Food,Street Food"
Sandoz Nehru Place,"Greater Kailash 2,Delhi",4.3,100,300.0,North Indian
Sardarji Malai Chaap Wale,"Greater Kailash 2,Delhi",3.3,100,300.0,North Indian
WELCOME CHICKEN CORNER,"Greater Kailash 2,Delhi",3.9,100,300.0,"Chinese,Indian"
Moolchand Paratha (Kalka Ji),"Greater Kailash 2,Delhi",4.1,1000,300.0,"North Indian,Snacks"
Burger Singh (Big Punjabi Burgers),"Greater Kailash 2,Delhi",4.1,500,300.0,"Snacks,Fast Food"
Sanjay Chur Chur Naan,"Greater Kailash 2,Delhi",3.9,50,300.0,Indian
Aggarwal Sweet Corner & Restaurant,"Greater Kailash 2,Delhi",4.1,500,300.0,"North Indian,Desserts"
34 Chowringhee Lane,"Greater Kailash 2,Delhi",4.1,100,300.0,Fast Food
The Bowl Company,"Greater Kailash 2,Delhi",4.3,1000,300.0,"Continental,Indian"
Amritsari Chaap Wale,"Greater Kailash 2,Delhi",3.3,20,300.0,"North Indian,Fast Food"
Nirvana - Taste of Heaven,"Greater Kailash 2,Delhi",3.7,100,300.0,"North Indian,Tandoor"
Hunger Hub,"Greater Kailash 2,Delhi",4.4,50,300.0,"Chinese,Tibetan"
Meals & Bowls,"Ashok Vihar,Delhi",2.9,20,300.0,"Indian,Fast Food"
Labib's (Ashok Vihar),"Ashok Vihar,Delhi",4.1,50,300.0,"North Indian,Fast Food"
Chowringhee Rolls,"Ashok Vihar,Delhi",3.9,100,300.0,"Fast Food,Snacks"
Giani's,"Ashok Vihar,Delhi",4.1,20,300.0,"Ice Cream,Juices"
Mitthu Tikki Wala,"Ashok Vihar,Delhi",4.1,100,300.0,"Street Food,Chinese"
Wow! Momo,"Ashok Vihar,Delhi",4.1,100,300.0,"Tibetan,Healthy Food"
Unmarried Kitchen - Value Meals and Combos,"Ashok Vihar,Delhi",4.1,50,300.0,"North Indian,Punjabi"
Hungry Baba,"Ashok Vihar,Delhi",3.4,20,300.0,"North Indian,Chinese"
Police Chowki,"Ashok Vihar,Delhi",4.1,50,300.0,"North Indian,Chinese"
Madras Dosa & Chinese Corner (Shalimar Bagh),"Ashok Vihar,Delhi",3.7,500,300.0,"South Indian,Indian"
Regalo Delights,"Ashok Vihar,Delhi",5.0,20,300.0,Bakery
Burger Bites,"Ashok Vihar,Delhi",2.7,20,300.0,"Chinese,Continental"
The Meal Factory,"Ashok Vihar,Delhi",2.6,20,300.0,"North Indian,Chinese"
Modern Chole Kulche,"Ashok Vihar,Delhi",4.0,50,300.0,North Indian
Shravana Cafe,"Ashok Vihar,Delhi",3.6,20,300.0,"South Indian,Chinese"
RAJ CHINESE,"Ashok Vihar,Delhi",2.9,20,300.0,Chinese
Bikaner Express,"Ashok Vihar,Delhi",2.7,20,300.0,"North Indian,Chinese"
Street Food Karvaan,"Ashok Vihar,Delhi",5.0,20,300.0,"Street Food,Fast Food"
Veer Ji Malai Chaap Wale,"Ashok Vihar,Delhi",3.5,20,300.0,North Indian
Bakingo,"Ashok Vihar,Delhi",4.1,100,300.0,"Bakery,Desserts"
King Shawarma,"Ashok Vihar,Delhi",3.3,500,300.0,"Snacks,Lebanese"
La Pino'z Pizza,"Ashok Vihar,Delhi",3.9,1000,300.0,"Pizzas,Fast Food"
Food of Dreams,"Ashok Vihar,Delhi",4.0,100,300.0,"North Indian,Chinese"
Smile Bakers,"Ashok Vihar,Delhi",4.2,20,300.0,"Chinese,Bakery"
Chitrakut,"Ashok Vihar,Delhi",3.9,500,300.0,"Indian,Chinese"
Railway Yard,"Ashok Vihar,Delhi",4.0,500,300.0,"North Indian,Chinese"
Indus Flavour,"Ashok Vihar,Delhi",4.2,100,300.0,"North Indian,Chinese"
Dal Roti (Swad Ghar Ka),"Ashok Vihar,Delhi",4.6,20,300.0,"Pan-Asian,Chinese"
Chicken Mahal (Murga Market),"Ashok Vihar,Delhi",3.5,100,300.0,"North Indian,Chinese"
Hungry Bitess,"Ashok Vihar,Delhi",4.2,500,300.0,"Chinese,Asian"
Batra Punjab Dhaba,"Ashok Vihar,Delhi",4.0,100,300.0,North Indian
Chawla's Tandoori Express,"Ashok Vihar,Delhi",3.4,20,300.0,"Tandoor,Indian"
Chatore.e.e,"Ashok Vihar,Delhi",4.1,100,300.0,"North Indian,Chinese"
Bombay Eats,"Ashok Vihar,Delhi",4.2,50,300.0,"Street Food,Fast Food"
Punjabi Chaap Corner-Keshavpuram,"Ashok Vihar,Delhi",4.1,20,300.0,North Indian
SECOND WIFES RESTAURANT,"Ashok Vihar,Delhi",3.9,20,300.0,"Indian,Fast Food"
Apni Dukan,"Ashok Vihar,Delhi",3.8,20,300.0,"Chinese,Indian"
Manohar Bikkaneri,"Ashok Vihar,Delhi",4.3,100,300.0,"Bakery,Sweets"
Swaad Dhaba,"Ashok Vihar,Delhi",3.8,100,300.0,"North Indian,Indian"
Food rocket,"Ashok Vihar,Delhi",4.0,20,300.0,"North Indian,Chinese"
Chinese Veg Crunch,"Ashok Vihar,Delhi",3.9,100,300.0,Chinese
Mr crust bakers,"Ashok Vihar,Delhi",4.0,1000,300.0,"Desserts,Bakery"
Wokway,"South Extension,Delhi",4.0,20,300.0,"Chinese,Pan-Asian"
Unmarried Kitchen - Value Meals and Combos,"South Extension,Delhi",3.6,50,300.0,"North Indian,Punjabi"
WoW Sandwiches,"South Extension,Delhi",4.0,100,300.0,"Italian,Beverages"
Coffee Bond,"South Extension,Delhi",3.6,20,300.0,"Beverages,Australian"
THE CAKE CAFE,"South Extension,Delhi",3.9,500,300.0,"Bakery,Desserts"
Rolls n Grills,"South Extension,Delhi",3.0,20,300.0,"North Indian,Kebabs"
Rollz Karvaan,"South Extension,Delhi",4.2,20,300.0,"Snacks,Fast Food"
Giani,"South Extension,Delhi",4.1,50,300.0,"Ice Cream,Desserts"
Street Food Karvaan,"South Extension,Delhi",4.9,20,300.0,"Street Food,Fast Food"
Khadak Singh Da Dhaba,"South Extension,Delhi",4.6,20,300.0,"North Indian,Mughlai"
The Almighty Biryani,"South Extension,Delhi",4.0,20,300.0,"Biryani,North Indian"
GARHWAL MAHAK CHINESE FOOD,"South Extension,Delhi",3.3,20,300.0,North Indian
BEIJING STREET,"South Extension,Delhi",3.6,50,300.0,"Asian,Chinese"
Too mikkii tapas now baking,"South Extension,Delhi",4.6,20,300.0,"Italian,Continental"
Beville by Weds & More,"South Extension,Delhi",3.9,50,300.0,"Fast Food,Bakery"
La Pino'z Pizza,"South Extension,Delhi",4.1,100,300.0,"Pizzas,Italian"
Sanskari Biryani,"South Extension,Delhi",4.1,50,300.0,"Biryani,North Indian"
Gupta's Restaurant,"South Extension,Delhi",4.0,100,300.0,North Indian
NOTO - Healthy Ice Cream,"South Extension,Delhi",4.1,50,300.0,Ice Cream
Winner Pizzas (Fresh Dough),"South Extension,Delhi",3.7,100,300.0,"Pizzas,Italian"
Badmash Biryani,"South Extension,Delhi",4.3,50,300.0,"Biryani,North Indian"
Biryani Hazir ho,"South Extension,Delhi",4.1,20,300.0,"Biryani,North Indian"
The Bite of South,"South Extension,Delhi",4.9,20,300.0,South Indian
Starboy Pizza & Shakes,"South Extension,Delhi",3.9,100,300.0,"Pizzas,Italian"
Andhra Spices BIRYANI BASE,"South Extension,Delhi",4.2,100,300.0,Biryani
Vermaji Parathe Wale,"South Extension,Delhi",4.1,100,300.0,North Indian
AZUKI - Soulful Asian Experience,"South Extension,Delhi",4.2,100,300.0,"Asian,Chinese"
Chinese Hawker,"South Extension,Delhi",4.2,500,300.0,"Asian,Chinese"
The Baker's Dozen,"South Extension,Delhi",4.2,100,300.0,"Bakery,Desserts"
Fitchef,"South Extension,Delhi",3.9,20,300.0,"Healthy Food,Salads"
Indian Masala Kitchen,"South Extension,Delhi",4.2,20,300.0,"North Indian,Mughlai"
Bakingo,"South Extension,Delhi",4.2,1000,300.0,"Bakery,Desserts"
Zoet Ice Cream and Desserts,"South Extension,Delhi",4.6,20,300.0,"Desserts,Bakery"
Nayi Dilli ke Paranthe,"Greater Kailash New,Delhi",4.1,100,300.0,"North Indian,Indian"
Sona Pure Veg Paradise,"Greater Kailash New,Delhi",4.3,100,300.0,"North Indian,Chinese"
Sona Sweets Epicuria Mall,"Greater Kailash New,Delhi",4.1,100,300.0,"Indian,Street Food"
MOMOGOGO,"Greater Kailash New,Delhi",4.1,20,300.0,"Chinese,Tibetan"
CREMEBORNE,"Greater Kailash New,Delhi",3.5,20,300.0,"Ice Cream,Beverages"
Kolkata Biryani House,"Greater Kailash New,Delhi",3.8,100,300.0,"North Indian,Biryani"
Food Junction,"Greater Kailash New,Delhi",3.9,20,300.0,"Chinese,Snacks"
Kwality Walls Frozen Dessert and Ice Cream Shop,"Greater Kailash New,Delhi",4.1,100,300.0,Ice Cream
Keventers - Milkshakes and Desserts,"Greater Kailash New,Delhi",4.2,50,300.0,"Beverages,Ice Cream"
Flavors of Chennai,"Vasant Kunj,Delhi",4.3,500,300.0,South Indian
Spicy Hot Noods,"Vasant Kunj,Delhi",3.8,20,300.0,"Chinese,Beverages"
Aggarwal sweets & restaurant,"Vasant Kunj,Delhi",3.4,20,300.0,"North Indian,Snacks"
The Dosa Planet,"Vasant Kunj,Delhi",3.7,100,300.0,"South Indian,Snacks"
Emoi Artisanal Ice Creams & Gelato,"Vasant Kunj,Delhi",5.0,20,300.0,"Ice Cream,Desserts"
Bikanervala,"Vasant Kunj,Delhi",4.0,20,300.0,"Chinese,Fast Food"
Yangkiez by Momo Mami,"Vasant Kunj,Delhi",3.7,100,300.0,"Chinese,Pan-Asian"
CHICKEN PLANET,"Vasant Kunj,Delhi",3.2,50,300.0,"North Indian,Mughlai"
Taco Bell,"Vasant Kunj,Delhi",4.2,500,300.0,Mexican
Momo Box,"Vasant Kunj,Delhi",4.1,20,300.0,"Chinese,Oriental"
Maalgaadi by Dhaba Estd 1986 Delhi,"Vasant Kunj,Delhi",3.9,100,300.0,"North Indian,Indian"
Wow! Momo,"Vasant Kunj,Delhi",4.0,100,300.0,"Tibetan,Healthy Food"
delhi darbar chicken biryani corner,"Vasant Kunj,Delhi",2.5,20,300.0,Mughlai
BHAI MANGA LE,"Vasant Kunj,Delhi",4.4,50,300.0,Indian
Keventers - Milkshakes and Desserts,"Vasant Kunj,Delhi",4.6,50,300.0,"Beverages,Ice Cream"
UBQ by Barbeque Nation,"Vasant Kunj,Delhi",3.7,100,300.0,"North Indian,Barbecue"
MOMO SHOMO,"Vasant Kunj,Delhi",4.3,50,300.0,"Chinese,Fast Food"
Marv's Pizza,"Vasant Kunj,Delhi",4.1,100,300.0,"Pizzas,Italian"
Cafe Coffee Day,"Vasant Kunj,Delhi",4.3,50,300.0,"Beverages,Snacks"
Chinjabi,"Vasant Kunj,Delhi",3.5,20,300.0,"Chinese,Oriental"
MI Food Centre,"Vasant Kunj,Delhi",3.9,100,300.0,"North Indian,Chinese"
Thoosanila - The Taste of Kerela,"Vasant Kunj,Delhi",4.5,100,300.0,"South Indian,Kerala"
Stop My Starvation,"Vasant Kunj,Delhi",4.2,20,300.0,"Bakery,Fast Food"
China on Wheels,"Vasant Kunj,Delhi",3.9,20,300.0,"Chinese,Snacks"
Sanjha Chulha,"Vasant Kunj,Delhi",3.9,50,300.0,"North Indian,Chinese"
Simba's Grill,"Vasant Kunj,Delhi",3.5,20,300.0,"Mughlai,Fast Food"
Burger Singh (Big Punjabi Burgers),"Vasant Kunj,Delhi",4.2,500,300.0,"American,Fast Food"
Red Chilli,"Vasant Kunj,Delhi",4.4,100,300.0,"Chinese,Thai"
NEW DARBAR RESTAURANT HOUSE,"Vasant Kunj,Delhi",3.2,20,300.0,"North Indian,Thalis"
Street Food Karvaan,"Uttam Nagar,Delhi",4.8,20,300.0,Snacks
Jagmohan Pishori Chicken,"Uttam Nagar,Delhi",3.3,20,300.0,"Indian,Chinese"
Punjabi Tadka,"Uttam Nagar,Delhi",3.8,500,300.0,North Indian
Metro,"Uttam Nagar,Delhi",3.8,100,300.0,"North Indian,Chinese"
Lajawab Chinese Chaap Shakes,"Uttam Nagar,Delhi",4.0,50,300.0,"Chinese,Snacks"
JVS,"Uttam Nagar,Delhi",3.6,100,300.0,"Fast Food,American"
Pishori Chicken Hut,"Uttam Nagar,Delhi",3.5,50,300.0,North Indian
34 Chowringhee Lane,"Uttam Nagar,Delhi",4.0,100,300.0,"Fast Food,Lebanese"
Lalaji loodan frooties,"Uttam Nagar,Delhi",3.8,100,300.0,"North Indian,Thalis"
Rollz Karvaan,"Uttam Nagar,Delhi",4.6,20,300.0,"Snacks,Fast Food"
Shake Junction,"Uttam Nagar,Delhi",4.0,50,300.0,"Continental,American"
Shakil Chicken Corner,"Uttam Nagar,Delhi",3.9,500,300.0,"North Indian,Mughlai"
Sargam Sweets & Restaurant,"Uttam Nagar,Delhi",3.6,1000,300.0,"Sweets,Snacks"
Unmarried Kitchen - Value Meals and Combos,"Uttam Nagar,Delhi",3.9,100,300.0,"North Indian,Punjabi"
ANNAPURNA SOUTH INDIAN CAFE,"Uttam Nagar,Delhi",3.4,100,300.0,South Indian
Al-Zafar biryani point,"Uttam Nagar,Delhi",3.6,20,300.0,Indian
Lajawab,"Uttam Nagar,Delhi",3.4,1000,300.0,"Chinese,South Indian"
Grover Sweets & Bakers,"Uttam Nagar,Delhi",4.1,1000,300.0,"North Indian,Sweets"
Giani,"Uttam Nagar,Delhi",4.5,20,300.0,"Ice Cream,Desserts"
Lords Of Shawarma,"Uttam Nagar,Delhi",4.5,20,300.0,"Lebanese,Chinese"
delhi 6 Chicken Point,"Uttam Nagar,Delhi",3.8,20,300.0,North Indian
Shawarma Doner,"Uttam Nagar,Delhi",3.8,20,300.0,"Arabian,Snacks"
Bikaner Sweets,"Uttam Nagar,Delhi",2.8,50,300.0,"Bakery,Snacks"
PIZZA WINGS,"Uttam Nagar,Delhi",3.7,100,300.0,"Pizzas,Italian"
KARIMS DELHI 59,"Uttam Nagar,Delhi",3.7,100,300.0,Indian
Goosebumps,"Dilshad Gardens,Delhi",4.0,20,300.0,"Ice Cream,Desserts"
Hunger's Delight,"Dilshad Gardens,Delhi",4.2,20,300.0,"North Indian,Tandoor"
The China Door,"Dilshad Gardens,Delhi",4.0,500,300.0,"Chinese,Thai"
Burger Singh (Big Punjabi Burgers),"Dilshad Gardens,Delhi",4.3,20,300.0,"Snacks,Fast Food"
Punjabi Di Hatti,"Dilshad Gardens,Delhi",3.3,20,300.0,"North Indian,Mughlai"
PANDORA,"Dilshad Gardens,Delhi",3.6,20,300.0,"Pan-Asian,Oriental"
(ICF) INDIAN CHAAT FACTORY,"Dilshad Gardens,Delhi",3.1,100,300.0,"Chaat,Indian"
Five Star Chicken,"Dilshad Gardens,Delhi",3.3,20,300.0,American
Sudoku - Authentic Chinese And Pan Asian,"Dilshad Gardens,Delhi",4.4,50,300.0,"Chinese,Asian"
KHANA KHAZANA,"Dilshad Gardens,Delhi",3.5,20,300.0,North Indian
JUST PUNJABI,"Dilshad Gardens,Delhi",3.6,50,300.0,North Indian
Kanwarji's,"Dilshad Gardens,Delhi",4.1,100,300.0,Snacks
GARDEN HUT FOOD VAN,"Dilshad Gardens,Delhi",3.7,50,300.0,"Chinese,Snacks"
Spicy pepper,"Dilshad Gardens,Delhi",3.7,20,300.0,"North Indian,Chinese"
Khadak Singh Da Dhaba,"Dilshad Gardens,Delhi",4.0,1000,300.0,"North Indian,Mughlai"
Chaat Walk,"Dilshad Gardens,Delhi",4.2,50,300.0,"Chaat,Tandoor"
